,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_cos[Kivlehan, Patrick]",-0.23,0.205,-0.634,0.145,0.002,0.003,11295.0,5837.0,1.0
"beta_cos[Hernandez, Yadiel]",-0.219,0.197,-0.615,0.134,0.002,0.003,11278.0,5571.0,1.0
"beta_cos[Marmolejos, José]",-0.233,0.204,-0.624,0.153,0.002,0.003,12158.0,5477.0,1.0
"beta_cos[Owen, Hunter]",-0.243,0.204,-0.629,0.146,0.002,0.003,12139.0,5663.0,1.0
"beta_cos[Díaz, Aledmys]",-0.23,0.207,-0.614,0.162,0.002,0.003,12978.0,5411.0,1.0
"beta_cos[Stevenson, Andrew]",-0.276,0.197,-0.642,0.1,0.002,0.003,11610.0,5363.0,1.0
"beta_cos[Duggar, Steven]",-0.23,0.197,-0.606,0.133,0.002,0.002,12829.0,6124.0,1.0
"beta_cos[Walsh, Jared]",-0.203,0.186,-0.539,0.163,0.002,0.002,11105.0,5911.0,1.0
"beta_cos[Schebler, Scott]",-0.272,0.196,-0.641,0.099,0.002,0.003,12428.0,5664.0,1.0
"beta_cos[Pérez, Hernán]",-0.239,0.201,-0.631,0.125,0.002,0.003,11003.0,5338.0,1.0
"beta_cos[Palacios, Joshua]",-0.223,0.167,-0.531,0.095,0.002,0.002,11980.0,6280.0,1.0
"beta_cos[Ray, Corey]",-0.247,0.198,-0.626,0.117,0.002,0.002,11271.0,5907.0,1.0
"beta_cos[Baddoo, Akil]",-0.291,0.196,-0.677,0.075,0.002,0.003,13452.0,5928.0,1.0
"beta_cos[Moniak, Mickey]",-0.234,0.181,-0.576,0.1,0.002,0.002,10766.0,6033.0,1.0
"beta_cos[Alford, Anthony]",-0.277,0.199,-0.654,0.095,0.002,0.003,12813.0,5070.0,1.0
"beta_cos[Tom, Ka'ai]",-0.227,0.201,-0.618,0.134,0.002,0.003,14033.0,5525.0,1.0
"beta_cos[VanMeter, Josh]",-0.249,0.198,-0.636,0.112,0.002,0.003,11568.0,5095.0,1.0
"beta_cos[Fowler, Dexter]",-0.231,0.2,-0.615,0.139,0.002,0.003,12189.0,5362.0,1.0
"beta_cos[Brosseau, Mike]",-0.213,0.204,-0.593,0.176,0.002,0.002,10144.0,6199.0,1.0
"beta_cos[Fowler, Dustin]",-0.23,0.199,-0.603,0.137,0.002,0.002,12983.0,6113.0,1.0
"beta_cos[Meadows, Austin]",-0.27,0.181,-0.604,0.08,0.002,0.003,10612.0,5380.0,1.0
"beta_cos[Dean, Austin]",-0.251,0.197,-0.612,0.126,0.002,0.003,11995.0,5151.0,1.0
"beta_cos[Herrera, Odúbel]",-0.252,0.201,-0.631,0.136,0.002,0.003,12686.0,5945.0,1.0
"beta_cos[Hamilton, Billy]",-0.232,0.205,-0.619,0.158,0.002,0.003,10158.0,5742.0,1.0
"beta_cos[Gonzalez, Oscar]",-0.051,0.146,-0.354,0.203,0.001,0.002,10819.0,5919.0,1.0
"beta_cos[Marte, Starling]",-0.366,0.111,-0.581,-0.164,0.001,0.001,12036.0,5629.0,1.0
"beta_cos[Suzuki, Seiya]",-0.336,0.11,-0.542,-0.134,0.001,0.001,9476.0,6445.0,1.0
"beta_cos[Eaton, Nate]",-0.329,0.18,-0.68,0.005,0.002,0.002,11529.0,6137.0,1.0
"beta_cos[Guthrie, Dalton]",-0.189,0.197,-0.561,0.185,0.002,0.002,9708.0,5735.0,1.0
"beta_cos[Capel, Conner]",-0.278,0.178,-0.625,0.047,0.002,0.002,11462.0,5590.0,1.0
"beta_cos[Suwinski, Jack]",-0.1,0.168,-0.41,0.23,0.001,0.002,12939.0,6004.0,1.0
"beta_cos[Dixon, Brandon]",-0.245,0.194,-0.608,0.129,0.002,0.002,9816.0,5941.0,1.0
"beta_cos[Frazier, Adam]",-0.32,0.177,-0.655,0.005,0.002,0.002,10891.0,5429.0,1.0
"beta_cos[Davis, Brendon]",-0.25,0.199,-0.628,0.128,0.002,0.002,11593.0,5599.0,1.0
"beta_cos[Contreras, Mark]",-0.247,0.194,-0.611,0.122,0.002,0.003,11421.0,6109.0,1.0
"beta_cos[Yepez, Juan]",-0.341,0.193,-0.723,0.005,0.002,0.002,9775.0,5730.0,1.0
"beta_cos[Azócar, José]",-0.236,0.17,-0.558,0.093,0.002,0.002,12499.0,5572.0,1.0
"beta_cos[Thompson, Bubba]",-0.167,0.196,-0.54,0.194,0.002,0.003,10277.0,5759.0,1.0
"beta_cos[Wallner, Matt]",-0.265,0.149,-0.537,0.017,0.001,0.002,12874.0,6255.0,1.0
"beta_cos[Burdick, Peyton]",-0.314,0.196,-0.681,0.051,0.002,0.003,10150.0,5644.0,1.0
"beta_cos[Brennan, Will]",-0.189,0.133,-0.439,0.065,0.001,0.001,10006.0,6340.0,1.0
"beta_cos[Stowers, Kyle]",-0.267,0.179,-0.591,0.092,0.002,0.002,14139.0,6166.0,1.0
"beta_cos[Cabrera, Oswaldo]",-0.395,0.175,-0.732,-0.078,0.002,0.002,12301.0,5928.0,1.0
"beta_cos[Anderson, Brian]",-0.164,0.166,-0.47,0.155,0.002,0.002,9662.0,5761.0,1.0
"beta_cos[McNeil, Jeff]",-0.248,0.175,-0.58,0.08,0.002,0.002,11658.0,5555.0,1.0
"beta_cos[Mathias, Mark]",-0.22,0.199,-0.597,0.155,0.002,0.003,12279.0,5781.0,1.0
"beta_cos[Friedl, TJ]",-0.139,0.187,-0.5,0.205,0.002,0.002,11844.0,5536.0,1.0
"beta_cos[Mastrobuoni, Miles]",-0.26,0.198,-0.637,0.109,0.002,0.002,10049.0,6034.0,1.0
"beta_cos[Toglia, Michael]",-0.071,0.159,-0.367,0.234,0.002,0.002,9727.0,5934.0,1.0
"beta_cos[Benson, Will]",-0.144,0.151,-0.443,0.127,0.001,0.002,10874.0,5369.0,1.0
"beta_cos[Mitchell, Cal]",-0.352,0.167,-0.666,-0.039,0.002,0.002,12055.0,5538.0,1.0
"beta_cos[Burleson, Alec]",-0.45,0.166,-0.768,-0.152,0.002,0.002,9389.0,5482.0,1.0
"beta_cos[Waters, Drew]",-0.324,0.159,-0.618,-0.02,0.002,0.002,10227.0,6028.0,1.0
"beta_cos[Castro, Willi]",-0.138,0.171,-0.449,0.197,0.002,0.002,11942.0,5842.0,1.0
"beta_cos[Carpenter, Kerry]",-0.27,0.14,-0.519,0.012,0.001,0.002,12073.0,5379.0,1.0
"beta_cos[Encarnacion, Jerar]",-0.133,0.191,-0.486,0.227,0.002,0.003,10445.0,5728.0,1.0
"beta_cos[Maton, Nick]",-0.213,0.192,-0.587,0.142,0.002,0.002,10618.0,5800.0,1.0
"beta_cos[Velázquez, Nelson]",-0.148,0.166,-0.453,0.169,0.002,0.002,10244.0,5613.0,1.0
"beta_cos[Mancini, Trey]",-0.33,0.191,-0.698,0.027,0.002,0.002,12397.0,6028.0,1.0
"beta_cos[Bleday, JJ]",-0.183,0.193,-0.555,0.17,0.002,0.002,11950.0,5967.0,1.0
"beta_cos[McCutchen, Andrew]",-0.315,0.185,-0.687,0.013,0.002,0.002,11577.0,5738.0,1.0
"beta_cos[Call, Alex]",-0.263,0.176,-0.592,0.065,0.002,0.002,11905.0,5987.0,1.0
"beta_cos[Ramos, Heliot]",-0.313,0.185,-0.668,0.029,0.002,0.002,9370.0,5916.0,1.0
"beta_cos[Castillo, Diego]",-0.026,0.19,-0.378,0.339,0.002,0.002,9305.0,6004.0,1.0
"beta_cos[Meneses, Joey]",-0.169,0.178,-0.492,0.169,0.002,0.002,12068.0,5443.0,1.0
"beta_cos[Trammell, Taylor]",-0.191,0.183,-0.528,0.161,0.002,0.002,12070.0,4977.0,1.0
"beta_cos[Donovan, Brendan]",-0.172,0.181,-0.505,0.175,0.002,0.002,10302.0,5666.0,1.0
"beta_cos[Johnson, Bryce]",-0.23,0.189,-0.597,0.105,0.002,0.002,13337.0,6233.0,1.0
"beta_cos[Rosario, Eddie]",-0.281,0.169,-0.605,0.035,0.002,0.002,11626.0,5898.0,1.0
"beta_cos[Aguilar, Ryan]",-0.242,0.203,-0.628,0.129,0.002,0.003,10657.0,5117.0,1.0
"beta_cos[Carroll, Corbin]",-0.428,0.143,-0.697,-0.168,0.001,0.002,10072.0,5976.0,1.0
"beta_cos[Stevenson, Cal]",-0.234,0.205,-0.627,0.151,0.002,0.003,11471.0,6010.0,1.0
"beta_cos[Heredia, Guillermo]",-0.163,0.194,-0.51,0.213,0.002,0.002,10250.0,5821.0,1.0
"beta_cos[Pollock, AJ]",-0.143,0.191,-0.517,0.205,0.002,0.003,9255.0,5523.0,1.0
"beta_cos[Madris, Bligh]",-0.163,0.188,-0.505,0.196,0.002,0.002,12273.0,6144.0,1.0
"beta_cos[Duran, Jarren]",-0.248,0.194,-0.633,0.092,0.002,0.002,12881.0,6120.0,1.0
"beta_cos[Dubón, Mauricio]",-0.261,0.195,-0.615,0.113,0.002,0.003,12558.0,5467.0,1.0
"beta_cos[Muñoz, Yairo]",-0.176,0.2,-0.566,0.187,0.002,0.002,11293.0,5816.0,1.0
"beta_cos[Bernard, Wynton]",-0.234,0.201,-0.614,0.151,0.002,0.003,10374.0,5326.0,1.0
"beta_cos[Vavra, Terrin]",-0.158,0.191,-0.52,0.204,0.002,0.002,13355.0,5948.0,1.0
"beta_cos[Melendez, MJ]",-0.229,0.142,-0.496,0.042,0.001,0.002,10758.0,6207.0,1.0
"beta_cos[Jones, Nolan]",-0.147,0.172,-0.468,0.186,0.002,0.002,11117.0,6034.0,1.0
"beta_cos[Carpenter, Matt]",-0.249,0.197,-0.62,0.117,0.002,0.002,10494.0,5691.0,1.0
"beta_cos[Díaz, Yusniel]",-0.228,0.203,-0.609,0.156,0.002,0.003,11334.0,5518.0,1.0
"beta_cos[Pratto, Nick]",-0.122,0.196,-0.49,0.252,0.002,0.003,11609.0,5397.0,1.0
"beta_cos[Ruiz, Esteury]",-0.178,0.188,-0.54,0.164,0.002,0.002,11354.0,5919.0,1.0
"beta_cos[Reynolds, Matt]",-0.235,0.196,-0.604,0.125,0.002,0.002,13310.0,6084.0,1.0
"beta_cos[Lewis, Kyle]",-0.274,0.204,-0.649,0.125,0.002,0.003,9186.0,5847.0,1.0
"beta_cos[Joe, Connor]",0.03,0.151,-0.248,0.32,0.002,0.002,9868.0,5671.0,1.0
"beta_cos[Hernandez, Elier]",-0.237,0.197,-0.597,0.144,0.002,0.003,13221.0,5097.0,1.0
"beta_cos[Hicklen, Brewer]",-0.219,0.199,-0.588,0.163,0.002,0.002,10374.0,6296.0,1.0
"beta_cos[Inciarte, Ender]",-0.261,0.198,-0.64,0.104,0.002,0.003,11261.0,4807.0,1.0
"beta_cos[Arroyo, Christian]",-0.312,0.19,-0.667,0.05,0.002,0.002,11472.0,6029.0,1.0
"beta_cos[Kwan, Steven]",-0.112,0.192,-0.471,0.25,0.002,0.002,9841.0,5591.0,1.0
"beta_cos[Wilson, Marcus]",-0.225,0.202,-0.595,0.163,0.002,0.003,12414.0,5577.0,1.0
"beta_cos[Crook, Narciso]",-0.237,0.202,-0.632,0.135,0.002,0.003,11536.0,5308.0,1.0
"beta_cos[Upton, Justin]",-0.236,0.199,-0.622,0.121,0.002,0.002,10699.0,5422.0,1.0
"beta_cos[Alvarez, Eddy]",-0.283,0.194,-0.649,0.076,0.002,0.003,12295.0,5447.0,1.0
"beta_cos[Haseley, Adam]",-0.221,0.2,-0.619,0.139,0.002,0.003,11459.0,5916.0,1.0
"beta_cos[Plummer, Nick]",-0.233,0.203,-0.601,0.165,0.002,0.003,13404.0,5699.0,1.0
"beta_cos[Walker, Steele]",-0.235,0.196,-0.578,0.16,0.002,0.003,11574.0,6204.0,1.0
"beta_cos[Demeritte, Travis]",-0.197,0.192,-0.551,0.17,0.002,0.002,10958.0,5778.0,1.0
"beta_cos[Alberto, Hanser]",-0.172,0.197,-0.54,0.201,0.002,0.003,9607.0,5397.0,1.0
"beta_cos[Whitefield, Aaron]",-0.179,0.2,-0.56,0.186,0.002,0.002,9133.0,5763.0,1.0
"beta_cos[Mayfield, Jack]",-0.215,0.204,-0.605,0.157,0.002,0.003,11891.0,5643.0,1.0
"beta_cos[Abrams, CJ]",-0.23,0.203,-0.61,0.147,0.002,0.003,11446.0,5826.0,1.0
"beta_cos[Nevin, Tyler]",-0.126,0.191,-0.499,0.218,0.002,0.002,12105.0,5646.0,1.0
"beta_cos[Marsh, Brandon]",-0.214,0.191,-0.567,0.148,0.002,0.002,11401.0,5940.0,1.0
"beta_cos[McDonald, Mickey]",-0.236,0.202,-0.627,0.137,0.002,0.003,12256.0,5164.0,1.0
"beta_cos[Lopes, Christian]",-0.233,0.201,-0.606,0.157,0.002,0.002,11519.0,5858.0,1.0
"beta_cos[Jackson, Drew]",-0.223,0.197,-0.612,0.125,0.002,0.002,10616.0,5587.0,1.0
"beta_cos[Dickerson, Alex]",-0.225,0.206,-0.605,0.171,0.002,0.003,11025.0,5929.0,1.0
"beta_cos[Hicks, Aaron]",-0.32,0.19,-0.669,0.038,0.002,0.003,12515.0,5265.0,1.0
"beta_cos[Canario, Alexander]",-0.251,0.197,-0.621,0.12,0.002,0.003,12986.0,5712.0,1.0
"beta_cos[Perkins, Blake]",-0.27,0.188,-0.606,0.097,0.001,0.003,16577.0,5185.0,1.0
"beta_cos[Pache, Cristian]",-0.23,0.207,-0.616,0.167,0.002,0.003,11075.0,5929.0,1.0
"beta_cos[Andujar, Miguel]",-0.202,0.189,-0.57,0.142,0.002,0.003,12463.0,5329.0,1.0
"beta_cos[Basabe, Osleivis]",-0.196,0.202,-0.562,0.193,0.002,0.003,11121.0,6054.0,1.0
"beta_cos[Walker, Jordan]",-0.335,0.136,-0.584,-0.074,0.001,0.002,11709.0,5572.0,1.0
"beta_cos[Steer, Spencer]",-0.245,0.198,-0.646,0.114,0.002,0.002,9710.0,6132.0,1.0
"beta_cos[Matos, Luis]",-0.203,0.188,-0.543,0.168,0.002,0.002,12365.0,5813.0,1.0
"beta_cos[Senzel, Nick]",-0.258,0.191,-0.624,0.095,0.002,0.002,12375.0,6094.0,1.0
"beta_cos[Bouchard, Sean]",-0.191,0.173,-0.518,0.139,0.001,0.002,14267.0,5751.0,1.0
"beta_cos[Kjerstad, Heston]",-0.303,0.197,-0.697,0.051,0.002,0.003,11924.0,5343.0,1.0
"beta_cos[Frelick, Sal]",-0.335,0.15,-0.622,-0.059,0.001,0.002,12351.0,5777.0,1.0
"beta_cos[Hernández, Enrique]",-0.245,0.201,-0.629,0.124,0.002,0.003,12345.0,5712.0,1.0
"beta_cos[Goodman, Hunter]",-0.248,0.173,-0.578,0.071,0.002,0.002,11511.0,6253.0,1.0
"beta_cos[Davis, Henry]",-0.008,0.17,-0.338,0.3,0.002,0.002,10198.0,5651.0,1.0
"beta_cos[Hampson, Garrett]",-0.25,0.19,-0.623,0.092,0.002,0.002,11186.0,5658.0,1.0
"beta_cos[Blanco, Dairon]",-0.248,0.18,-0.593,0.086,0.002,0.002,11807.0,6114.0,1.0
"beta_cos[Morel, Christopher]",-0.17,0.192,-0.527,0.194,0.002,0.002,12315.0,5919.0,1.0
"beta_cos[Palacios, Richie]",-0.201,0.185,-0.555,0.14,0.002,0.002,10962.0,5891.0,1.0
"beta_cos[Adams, Jordyn]",-0.197,0.192,-0.543,0.183,0.002,0.002,12216.0,5931.0,1.0
"beta_cos[Colás, Oscar]",-0.267,0.161,-0.577,0.031,0.002,0.002,11144.0,5718.0,1.0
"beta_cos[Encarnacion-Strand, Christian]",-0.229,0.201,-0.617,0.137,0.002,0.003,9890.0,6204.0,1.0
"beta_cos[Cabbage, Trey]",-0.319,0.189,-0.679,0.035,0.002,0.002,11236.0,5219.0,1.0
"beta_cos[Carter, Evan]",-0.181,0.195,-0.554,0.177,0.002,0.003,12134.0,5590.0,1.0
"beta_cos[Ibáñez, Andy]",-0.246,0.202,-0.615,0.143,0.002,0.003,13413.0,5430.0,1.0
"beta_cos[Noda, Ryan]",-0.227,0.199,-0.606,0.148,0.002,0.002,10923.0,5871.0,1.0
"beta_cos[Martínez, J.P.]",-0.241,0.198,-0.611,0.125,0.002,0.003,11002.0,5680.0,1.0
"beta_cos[Abreu, Wilyer]",-0.398,0.152,-0.683,-0.117,0.001,0.002,12155.0,5939.0,1.0
"beta_cos[Canzone, Dominic]",-0.237,0.173,-0.551,0.092,0.001,0.002,14651.0,6188.0,1.0
"beta_cos[Greene, Riley]",-0.231,0.194,-0.6,0.138,0.002,0.002,10227.0,5777.0,1.0
"beta_cos[Marlowe, Cade]",-0.238,0.196,-0.6,0.139,0.002,0.003,12845.0,5507.0,1.0
"beta_cos[Castro, Harold]",-0.291,0.197,-0.67,0.078,0.002,0.002,11037.0,5654.0,1.0
"beta_cos[Garrett, Stone]",-0.238,0.193,-0.609,0.124,0.002,0.002,11524.0,5494.0,1.0
"beta_cos[Hopkins, TJ]",-0.252,0.193,-0.617,0.108,0.002,0.002,10532.0,5565.0,1.0
"beta_cos[Peralta, David]",-0.248,0.173,-0.567,0.086,0.002,0.002,11023.0,5730.0,1.0
"beta_cos[Thomas, Cody]",-0.189,0.193,-0.568,0.17,0.002,0.003,12452.0,5510.0,1.0
"beta_cos[Butler, Lawrence]",-0.326,0.145,-0.59,-0.047,0.001,0.002,11733.0,5217.0,1.0
"beta_cos[Wilson, Weston]",-0.252,0.2,-0.617,0.125,0.002,0.002,13202.0,5901.0,1.0
"beta_cos[Kiner-Falefa, Isiah]",-0.317,0.194,-0.691,0.04,0.002,0.002,9585.0,5805.0,1.0
"beta_cos[Cowser, Colton]",-0.236,0.197,-0.618,0.12,0.002,0.003,12680.0,5801.0,1.0
"beta_cos[DeLuca, Jonny]",-0.242,0.173,-0.575,0.073,0.002,0.002,11181.0,5283.0,1.0
"beta_cos[Haase, Eric]",-0.231,0.201,-0.617,0.14,0.002,0.003,12364.0,5501.0,1.0
"beta_cos[Arias, Gabriel]",-0.259,0.188,-0.616,0.094,0.002,0.002,11935.0,5998.0,1.0
"beta_cos[Remillard, Zach]",-0.258,0.205,-0.645,0.122,0.002,0.003,11442.0,5550.0,1.0
"beta_cos[Fry, David]",-0.191,0.195,-0.545,0.195,0.002,0.002,11223.0,4839.0,1.0
"beta_cos[Kohlwey, Taylor]",-0.23,0.202,-0.626,0.143,0.002,0.003,12493.0,5033.0,1.0
"beta_cos[Outman, James]",-0.215,0.201,-0.591,0.158,0.002,0.002,11679.0,6031.0,1.0
"beta_cos[Fletcher, Dominic]",-0.26,0.157,-0.556,0.034,0.001,0.002,12317.0,5665.0,1.0
"beta_cos[Jiménez, Eloy]",-0.232,0.193,-0.584,0.147,0.002,0.002,10018.0,5384.0,1.0
"beta_cos[Odor, Rougned]",-0.23,0.203,-0.62,0.14,0.002,0.003,11924.0,5661.0,1.0
"beta_cos[Davis, Jonathan]",-0.228,0.204,-0.614,0.151,0.002,0.003,10608.0,5667.0,1.0
"beta_cos[Harrison, Josh]",-0.211,0.202,-0.586,0.177,0.002,0.003,13612.0,5802.0,1.0
"beta_cos[Clemens, Kody]",-0.253,0.202,-0.633,0.12,0.002,0.003,12496.0,5953.0,1.0
"beta_cos[Calhoun, Willie]",-0.097,0.201,-0.471,0.28,0.002,0.003,10506.0,5742.0,1.0
"beta_cos[Smith-Njigba, Canaan]",-0.14,0.199,-0.505,0.239,0.002,0.003,11335.0,5920.0,1.0
"beta_cos[Lukes, Nathan]",-0.245,0.197,-0.618,0.127,0.002,0.002,11028.0,5537.0,1.0
"beta_cos[Julks, Corey]",-0.3,0.184,-0.66,0.029,0.002,0.002,10725.0,6064.0,1.0
"beta_cos[Wiemer, Joey]",-0.29,0.194,-0.652,0.078,0.002,0.003,10516.0,5612.0,1.0
"beta_cos[Miller, Owen]",-0.233,0.198,-0.608,0.133,0.002,0.002,11913.0,6097.0,1.0
"beta_cos[Pérez, Wenceel]",-0.285,0.167,-0.601,0.026,0.002,0.002,11482.0,5625.0,1.0
"beta_cos[Noel, Jhonkensy]",-0.109,0.179,-0.428,0.248,0.002,0.002,10035.0,6180.0,1.0
"beta_cos[Schneemann, Daniel]",-0.181,0.193,-0.546,0.178,0.002,0.002,13723.0,5840.0,1.0
"beta_cos[DeLoach, Zach]",-0.246,0.195,-0.636,0.107,0.002,0.003,11784.0,5228.0,1.0
"beta_cos[Duran, Ezequiel]",-0.175,0.2,-0.56,0.191,0.002,0.002,12228.0,6208.0,1.0
"beta_cos[Campero, Gustavo]",-0.269,0.192,-0.649,0.07,0.002,0.003,13851.0,5877.0,1.0
"beta_cos[Chourio, Jackson]",-0.198,0.175,-0.516,0.132,0.002,0.002,11480.0,5386.0,1.0
"beta_cos[Lockridge, Brandon]",-0.236,0.197,-0.617,0.123,0.002,0.003,12203.0,6133.0,1.0
"beta_cos[Alcántara, Kevin]",-0.23,0.198,-0.598,0.14,0.002,0.003,13190.0,5852.0,1.0
"beta_cos[Pages, Andy]",-0.154,0.179,-0.496,0.183,0.002,0.002,12708.0,5996.0,1.0
"beta_cos[Yorke, Nick]",-0.219,0.201,-0.603,0.157,0.002,0.003,13768.0,6203.0,1.0
"beta_cos[Robles, Victor]",-0.253,0.184,-0.594,0.098,0.002,0.002,11961.0,5780.0,1.0
"beta_cos[Berroa, Steward]",-0.259,0.198,-0.643,0.107,0.002,0.002,11067.0,6222.0,1.0
"beta_cos[Crews, Dylan]",-0.141,0.18,-0.484,0.204,0.002,0.002,12324.0,6313.0,1.0
"beta_cos[O'Neill, Tyler]",-0.362,0.183,-0.701,-0.004,0.002,0.002,11605.0,6411.0,1.0
"beta_cos[Mitchell, Garrett]",-0.301,0.193,-0.644,0.081,0.002,0.003,12479.0,5287.0,1.0
"beta_cos[Beck, Jordan]",-0.258,0.191,-0.613,0.11,0.002,0.002,12515.0,5757.0,1.0
"beta_cos[Scott II, Victor]",-0.23,0.201,-0.602,0.154,0.002,0.003,11161.0,5926.0,1.0
"beta_cos[Conine, Griffin]",-0.191,0.189,-0.537,0.168,0.002,0.003,11220.0,5615.0,1.0
"beta_cos[Rafaela, Ceddanne]",-0.225,0.2,-0.599,0.159,0.002,0.003,10501.0,5702.0,1.0
"beta_cos[Cook, Billy]",-0.211,0.201,-0.592,0.165,0.002,0.003,12679.0,5883.0,1.0
"beta_cos[Barger, Addison]",-0.142,0.187,-0.512,0.189,0.002,0.002,12096.0,5609.0,1.0
"beta_cos[Rosario, Amed]",-0.177,0.178,-0.517,0.156,0.002,0.002,11874.0,5398.0,1.0
"beta_cos[Hinds, Rece]",-0.264,0.193,-0.643,0.081,0.002,0.002,12145.0,5581.0,1.0
"beta_cos[Hensley, David]",-0.076,0.198,-0.441,0.304,0.002,0.002,9931.0,5923.0,1.0
"beta_cos[Fabian, Sandro]",-0.228,0.202,-0.626,0.14,0.002,0.003,14285.0,6038.0,1.0
"beta_cos[Helman, Michael]",-0.227,0.198,-0.584,0.161,0.002,0.002,11517.0,6211.0,1.0
"beta_cos[Garcia, Maikel]",-0.228,0.203,-0.63,0.139,0.002,0.003,9828.0,5812.0,1.0
"beta_cos[Espinal, Santiago]",-0.268,0.201,-0.664,0.102,0.002,0.003,10895.0,5431.0,1.0
"beta_cos[Gentry, Tyler]",-0.23,0.204,-0.623,0.145,0.002,0.003,10950.0,5859.0,1.0
"beta_cos[Bae, Ji Hwan]",-0.146,0.191,-0.495,0.227,0.002,0.003,12037.0,5345.0,1.0
"beta_cos[León, Pedro]",-0.278,0.199,-0.64,0.099,0.002,0.003,12368.0,5541.0,1.0
"beta_cos[Vilade, Ryan]",-0.258,0.198,-0.63,0.116,0.002,0.003,10666.0,5615.0,1.0
"beta_cos[Wall, Forrest]",-0.23,0.203,-0.606,0.157,0.002,0.003,10314.0,5602.0,1.0
"beta_cos[Vosler, Jason]",-0.256,0.203,-0.639,0.125,0.002,0.003,11976.0,5961.0,1.0
"beta_cos[Triolo, Jared]",-0.224,0.201,-0.615,0.141,0.002,0.003,11582.0,5687.0,1.0
"beta_cos[Loperfido, Joey]",-0.148,0.196,-0.522,0.221,0.002,0.003,10809.0,5466.0,1.0
"beta_cos[Martínez, Angel]",-0.231,0.198,-0.607,0.14,0.002,0.003,11779.0,5662.0,1.0
"beta_cos[Myers, Dane]",-0.123,0.185,-0.462,0.227,0.002,0.002,9959.0,5625.0,1.0
"beta_cos[Hill, Derek]",-0.23,0.198,-0.601,0.145,0.002,0.003,11827.0,5337.0,1.0
"beta_cos[Jones, Jahmai]",-0.208,0.198,-0.583,0.164,0.002,0.003,12395.0,4982.0,1.0
"beta_cos[Dunn, Blake]",-0.227,0.199,-0.584,0.161,0.002,0.003,11397.0,5824.0,1.0
"beta_cos[Rodríguez, Johnathan]",-0.239,0.19,-0.615,0.096,0.002,0.003,11450.0,5683.0,1.0
"beta_cos[Jordan, Levi]",-0.228,0.199,-0.62,0.14,0.002,0.003,12741.0,5612.0,1.0
"beta_cos[Jones, Greg]",-0.194,0.198,-0.565,0.176,0.002,0.002,11536.0,6289.0,1.0
"beta_cos[Dalbec, Bobby]",-0.228,0.204,-0.608,0.168,0.002,0.002,12413.0,5646.0,1.0
"beta_cos[Hurtubise, Jacob]",-0.227,0.198,-0.606,0.148,0.002,0.003,13550.0,5761.0,1.0
"beta_cos[Reynolds, Bryan]",-0.019,0.194,-0.39,0.333,0.002,0.002,9166.0,5708.0,1.0
"beta_cos[Florial, Estevan]",-0.239,0.193,-0.617,0.11,0.002,0.002,10891.0,5691.0,1.0
"beta_cos[Siani, Michael]",-0.216,0.202,-0.596,0.162,0.002,0.003,12000.0,5359.0,1.0
"beta_sin[Renfroe, Hunter]",-0.268,0.074,-0.408,-0.13,0.001,0.001,12359.0,6157.0,1.0
"beta_sin[Tucker, Kyle]",-0.389,0.077,-0.533,-0.245,0.001,0.001,9842.0,6057.0,1.0
"beta_sin[Pederson, Joc]",-0.267,0.116,-0.487,-0.048,0.001,0.001,11042.0,5156.0,1.0
"beta_sin[Betts, Mookie]",-0.241,0.084,-0.398,-0.08,0.001,0.001,13547.0,5786.0,1.0
"beta_sin[Souza Jr., Steven]",-0.236,0.128,-0.471,0.012,0.001,0.002,10637.0,5596.0,1.0
"beta_sin[Slater, Austin]",-0.255,0.116,-0.464,-0.025,0.001,0.002,13343.0,5492.0,1.0
"beta_sin[Soler, Jorge]",-0.255,0.101,-0.437,-0.059,0.001,0.001,12059.0,6260.0,1.0
"beta_sin[Brantley, Michael]",-0.265,0.128,-0.519,-0.038,0.001,0.002,10496.0,5739.0,1.0
"beta_sin[Duvall, Adam]",-0.189,0.106,-0.383,0.018,0.001,0.001,12929.0,5587.0,1.0
"beta_sin[Verdugo, Alex]",-0.404,0.101,-0.604,-0.228,0.001,0.001,8182.0,5809.0,1.0
"beta_sin[García, Avisaíl]",-0.318,0.091,-0.494,-0.155,0.001,0.001,10622.0,6143.0,1.0
"beta_sin[García, Leury]",-0.266,0.118,-0.491,-0.045,0.001,0.002,10482.0,5723.0,1.0
"beta_sin[Engel, Adam]",-0.272,0.117,-0.485,-0.044,0.001,0.002,13695.0,6126.0,1.0
"beta_sin[Wade Jr., LaMonte]",-0.269,0.113,-0.479,-0.049,0.001,0.001,12640.0,5671.0,1.0
"beta_sin[Margot, Manuel]",-0.354,0.104,-0.548,-0.161,0.001,0.001,8762.0,5426.0,1.0
"beta_sin[Thompson, Trayce]",-0.255,0.119,-0.481,-0.032,0.001,0.002,11556.0,5954.0,1.0
"beta_sin[Carlson, Dylan]",-0.333,0.098,-0.521,-0.154,0.001,0.001,9501.0,5903.0,1.0
"beta_sin[Lagares, Juan]",-0.25,0.124,-0.477,-0.01,0.001,0.002,12411.0,5600.0,1.0
"beta_sin[Haniger, Mitch]",-0.18,0.087,-0.348,-0.016,0.001,0.001,12322.0,5572.0,1.0
